date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:38:06	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63f69942-7bec21fd569b5fe9;gz%22	https://explainthisbob.com/robots.txt		(from )
11:38:06	96595/96595	---M-Z	200	added ('OK')	text/html	etag:%2214026-1682497189;gz%22	https://explainthisbob.com/	D:/My%20Web%20Sites/Banana/explainthisbob.com/index.html	(from )
11:38:07	55127/55127	---M--	200	added ('OK')	image/png	etag:%22d757-64481224-c97047d276d14f9;;;%22	https://explainthisbob.com/wp-content/uploads/2023/04/loading.png	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/uploads/2023/04/loading.png	(from https://explainthisbob.com/)
11:38:07	67168/67168	---M-Z	200	added ('OK')	text/css	etag:%2210660-6442e4a4-4968e20f2efe4414;gz%22	https://explainthisbob.com/wp-content/plugins/loftloader-pro/assets/css/loftloader.min.css?ver=2022022501	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/plugins/loftloader-pro/assets/css/loftloader.min3a45.css	(from https://explainthisbob.com/)
11:38:07	1064/1064	---MCZ	200	added ('OK')	application/rss+xml	etag:%22f1736275ffdb0091f44ea384dca73691%22	https://explainthisbob.com/?feed=rss2	D:/My%20Web%20Sites/Banana/explainthisbob.com/indexd784.html	(from https://explainthisbob.com/)
11:38:07	97517/97517	---M-Z	200	added ('OK')	text/css	etag:%2217ced-6442d8b2-c645059310ee23ed;gz%22	https://explainthisbob.com/wp-includes/css/dist/block-library/style.min.css?ver=6.2	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-includes/css/dist/block-library/style.minae48.css	(from https://explainthisbob.com/)
11:38:07	743/743	---MCZ	200	added ('OK')	application/rss+xml	etag:%22f1736275ffdb0091f44ea384dca73691%22	https://explainthisbob.com/?feed=comments-rss2	D:/My%20Web%20Sites/Banana/explainthisbob.com/indexa6da.html	(from https://explainthisbob.com/)
11:38:08	291/291	---M--	200	added ('OK')	text/css	etag:%22123-6442d8b2-d17a666769deadec;;;%22	https://explainthisbob.com/wp-includes/css/classic-themes.min.css?ver=6.2	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-includes/css/classic-themes.minae48.css	(from https://explainthisbob.com/)
11:38:08	5745/5745	---M-Z	200	added ('OK')	text/css	etag:%221671-6442da1e-c26f3eaae765df23;gz%22	https://explainthisbob.com/wp-content/themes/hello-elementor/style.min.css?ver=2.7.1	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/themes/hello-elementor/style.min653d.css	(from https://explainthisbob.com/)
11:38:08	12285/12285	---M-Z	200	added ('OK')	text/css	etag:%222ffd-6442da1e-b5e5b3fd3cc38f9b;gz%22	https://explainthisbob.com/wp-content/themes/hello-elementor/theme.min.css?ver=2.7.1	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/themes/hello-elementor/theme.min653d.css	(from https://explainthisbob.com/)
11:38:08	81413/81413	---M-Z	200	added ('OK')	text/css	etag:%2213e05-6442da03-48dea4e248debb22;gz%22	https://explainthisbob.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.12.1	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/plugins/elementor/assets/css/frontend-lite.minfb6f.css	(from https://explainthisbob.com/)
11:38:09	14796/14796	---M-Z	200	added ('OK')	text/css	etag:%2239cc-64484640-79b8a163f18e7758;gz%22	https://explainthisbob.com/wp-content/uploads/elementor/css/post-25.css?ver=1682458176	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/uploads/elementor/css/post-25402d.css	(from https://explainthisbob.com/)
11:38:09	124837/124837	---M-Z	200	added ('OK')	text/css	etag:%221e7a5-6442f6bb-ac83a9e710606df4;gz%22	https://explainthisbob.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.8.7	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticonsa489.css	(from https://explainthisbob.com/)
11:38:09	3509/3509	---M-Z	200	added ('OK')	text/css	etag:%22db5-6442f975-7fa87b0c9c4d74da;gz%22	https://explainthisbob.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=5.7.1	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.mina78f.css	(from https://explainthisbob.com/)
11:38:09	28711/28711	---M-Z	200	added ('OK')	text/css	etag:%227027-644816fb-a1e94e459f170234;gz%22	https://explainthisbob.com/wp-content/uploads/essential-addons-elementor/eael-9.css?ver=1682468285	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/uploads/essential-addons-elementor/eael-92f8a.css	(from https://explainthisbob.com/)
11:38:10	19363/19363	---M-Z	200	added ('OK')	text/css	etag:%224ba3-6442da04-1b9d7ff1114bd4b3;gz%22	https://explainthisbob.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://explainthisbob.com/)
11:38:10	699/699	---M-Z	200	added ('OK')	image/svg+xml	etag:%222bb-6442f975-5c5b92fe3ae86497;gz%22	https://explainthisbob.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	(from https://explainthisbob.com/)
11:38:10	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-6442da05-6cb40bf5217bfec9;gz%22	https://explainthisbob.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://explainthisbob.com/)
11:38:10	11530/11530	---M-Z	200	added ('OK')	text/css	etag:%222d0a-6442e49d-3f04909d081e42ec;gz%22	https://explainthisbob.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.7.7	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.minac9e.css	(from https://explainthisbob.com/)
11:38:11	50905/50905	---M-Z	200	added ('OK')	text/css	etag:%22c6d9-64485fc1-4951d23a05bf68b0;gz%22	https://explainthisbob.com/wp-content/uploads/elementor/css/post-9.css?ver=1682464705	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/uploads/elementor/css/post-90721.css	(from https://explainthisbob.com/)
11:38:11	448965/448965	---M-Z	200	added ('OK')	text/css	etag:%226d9c5-6442f6bb-595ff779acec5720;gz%22	https://explainthisbob.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.7	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-stylesa489.css	(from https://explainthisbob.com/)
11:38:11	30283/30283	---M-Z	200	added ('OK')	text/css	etag:%22764b-6442f6bb-8bb92adb5bc4e809;gz%22	https://explainthisbob.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=2.8.7	D:/My%20Web%20Sites/Banana/explainthisbob.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsivea489.css	(from https://explainthisbob.com/)
